,type,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_out_delay
create_dir_casa_nowcast-wf-20190325052400_0_condorpool,auxiliary,1620933352.0,,,1620933356.0,1620933357.0,1620933361.0,1620933361.0,1620933366.0,4.0,,1.0,4.0,5.0,,
NowcastToWDSS2_ID0000001,compute,1620933366.0,,,1620933371.0,1620933373.0,1620933411.0,1620933411.0,1620933416.0,5.0,,2.0,38.0,5.0,11.0,21.0
stage_out_local_condorpool_0_0,transfer,1620933416.0,,,1620933421.0,1620933421.0,1620933456.0,1620933456.0,1620933461.0,5.0,,0.0,35.0,5.0,,33.0
merge_merged_netcdf2png_PID2_ID2,compute,1620933416.0,,,1620933421.0,1620933441.0,1620933481.0,1620933481.0,1620933486.0,5.0,,20.0,40.0,5.0,21.0,12.0
merge_merged_netcdf2png_PID2_ID1,compute,1620933416.0,,,1620933421.0,1620933441.0,1620933481.0,1620933481.0,1620933486.0,5.0,,20.0,40.0,5.0,21.0,12.0
merge_mrtV2_PID2_ID1,compute,1620933416.0,,,1620933421.0,1620933441.0,1620933481.0,1620933481.0,1620933486.0,5.0,,20.0,40.0,5.0,21.0,13.0
merge_mrtV2_PID2_ID2,compute,1620933416.0,,,1620933421.0,1620933478.0,1620933517.0,1620933517.0,1620933522.0,5.0,,57.0,39.0,5.0,24.0,12.0
stage_out_local_condorpool_1_0,transfer,1620933522.0,,,1620933527.0,1620933527.0,1620933592.0,1620933592.0,1620933597.0,5.0,,0.0,65.0,5.0,,64.0
cleanup_casa_nowcast-wf-20190325052400_0_condorpool,auxiliary,1620933597.0,,,1620933602.0,1620933602.0,1620933607.0,1620933607.0,1620933612.0,5.0,,0.0,5.0,5.0,,
