,type,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_out_delay
create_dir_1000genome-20200521T193903Z_0_condorpool,auxiliary,1590138748.0,,,1590138752.0,1590138754.0,1590138758.0,1590138758.0,1590138763.0,4.0,,2.0,4.0,5.0,,
sifting_ID0000024,compute,1590138763.0,,,1590138770.0,1590139067.0,1590139372.0,1590139372.0,1590139377.0,7.0,,297.0,305.0,5.0,293.0,3.0
sifting_ID0000012,compute,1590138763.0,,,1590138770.0,1590139062.0,1590139356.0,1590139356.0,1590139361.0,7.0,,292.0,294.0,5.0,280.0,5.0
individuals_ID0000021,compute,1590138763.0,,,1590138770.0,1590138791.0,1590139086.0,1590139086.0,1590139096.0,7.0,,21.0,295.0,10.0,213.0,3.0
individuals_ID0000010,compute,1590138763.0,,,1590138770.0,1590138791.0,1590139096.0,1590139096.0,1590139101.0,7.0,,21.0,305.0,5.0,227.0,4.0
individuals_ID0000020,compute,1590138763.0,,,1590138770.0,1590138790.0,1590139091.0,1590139091.0,1590139101.0,7.0,,20.0,301.0,10.0,215.0,4.0
individuals_ID0000009,compute,1590138763.0,,,1590138770.0,1590138791.0,1590139091.0,1590139091.0,1590139101.0,7.0,,21.0,300.0,10.0,222.0,4.0
individuals_ID0000019,compute,1590138763.0,,,1590138769.0,1590138791.0,1590139071.0,1590139071.0,1590139076.0,6.0,,22.0,280.0,5.0,208.0,4.0
individuals_ID0000014,compute,1590138763.0,,,1590138769.0,1590138790.0,1590139091.0,1590139091.0,1590139101.0,6.0,,21.0,301.0,10.0,215.0,4.0
individuals_ID0000003,compute,1590138763.0,,,1590138769.0,1590138790.0,1590139076.0,1590139076.0,1590139081.0,6.0,,21.0,286.0,5.0,219.0,4.0
individuals_ID0000013,compute,1590138763.0,,,1590138769.0,1590138790.0,1590139081.0,1590139081.0,1590139091.0,6.0,,21.0,291.0,10.0,220.0,3.0
individuals_ID0000008,compute,1590138763.0,,,1590138769.0,1590138790.0,1590139076.0,1590139076.0,1590139081.0,6.0,,21.0,286.0,5.0,210.0,4.0
individuals_ID0000001,compute,1590138763.0,,,1590138769.0,1590138790.0,1590139081.0,1590139081.0,1590139086.0,6.0,,21.0,291.0,5.0,209.0,4.0
individuals_ID0000004,compute,1590138763.0,,,1590138768.0,1590138790.0,1590139086.0,1590139086.0,1590139096.0,5.0,,22.0,296.0,10.0,220.0,3.0
individuals_ID0000002,compute,1590138763.0,,,1590138769.0,1590138789.0,1590139086.0,1590139086.0,1590139096.0,6.0,,20.0,297.0,10.0,218.0,5.0
individuals_ID0000005,compute,1590138763.0,,,1590138768.0,1590138790.0,1590139081.0,1590139081.0,1590139091.0,5.0,,22.0,291.0,10.0,225.0,3.0
individuals_ID0000016,compute,1590138763.0,,,1590138768.0,1590138791.0,1590139091.0,1590139091.0,1590139101.0,5.0,,23.0,300.0,10.0,219.0,3.0
individuals_ID0000006,compute,1590138763.0,,,1590138768.0,1590138790.0,1590139071.0,1590139071.0,1590139076.0,5.0,,22.0,281.0,5.0,214.0,3.0
individuals_ID0000015,compute,1590138763.0,,,1590138768.0,1590138789.0,1590139066.0,1590139066.0,1590139071.0,5.0,,21.0,277.0,5.0,208.0,3.0
individuals_ID0000007,compute,1590138763.0,,,1590138768.0,1590138791.0,1590139081.0,1590139081.0,1590139086.0,5.0,,23.0,290.0,5.0,209.0,3.0
individuals_ID0000018,compute,1590138763.0,,,1590138769.0,1590138791.0,1590139086.0,1590139086.0,1590139096.0,6.0,,22.0,295.0,10.0,216.0,4.0
individuals_ID0000022,compute,1590138763.0,,,1590138769.0,1590138790.0,1590139086.0,1590139086.0,1590139096.0,6.0,,21.0,296.0,10.0,214.0,4.0
individuals_ID0000017,compute,1590138763.0,,,1590138768.0,1590138790.0,1590139086.0,1590139086.0,1590139096.0,5.0,,22.0,296.0,10.0,215.0,4.0
individuals_merge_ID0000011,compute,1590139101.0,,,1590139106.0,1590139106.0,1590139161.0,1590139161.0,1590139166.0,5.0,,0.0,55.0,5.0,8.0,4.0
individuals_merge_ID0000023,compute,1590139101.0,,,1590139106.0,1590139106.0,1590139156.0,1590139156.0,1590139161.0,5.0,,0.0,50.0,5.0,8.0,3.0
mutation_overlap_ID0000027,compute,1590139361.0,,,1590139367.0,1590139388.0,1590139446.0,1590139446.0,1590139451.0,6.0,,21.0,58.0,5.0,7.0,4.0
mutation_overlap_ID0000025,compute,1590139361.0,,,1590139367.0,1590139390.0,1590139420.0,1590139420.0,1590139425.0,6.0,,23.0,30.0,5.0,5.0,3.0
mutation_overlap_ID0000037,compute,1590139361.0,,,1590139367.0,1590139390.0,1590139420.0,1590139420.0,1590139425.0,6.0,,23.0,30.0,5.0,5.0,4.0
mutation_overlap_ID0000035,compute,1590139361.0,,,1590139367.0,1590139390.0,1590139415.0,1590139415.0,1590139420.0,6.0,,23.0,25.0,5.0,5.0,5.0
frequency_ID0000028,compute,1590139361.0,,,1590139367.0,1590139389.0,1590139547.0,1590139547.0,1590139552.0,6.0,,22.0,158.0,5.0,5.0,4.0
mutation_overlap_ID0000029,compute,1590139361.0,,,1590139367.0,1590139389.0,1590139410.0,1590139410.0,1590139415.0,6.0,,22.0,21.0,5.0,5.0,4.0
frequency_ID0000034,compute,1590139361.0,,,1590139367.0,1590139388.0,1590139531.0,1590139531.0,1590139537.0,6.0,,21.0,143.0,6.0,5.0,4.0
frequency_ID0000026,compute,1590139361.0,,,1590139366.0,1590139384.0,1590139537.0,1590139537.0,1590139542.0,5.0,,18.0,153.0,5.0,6.0,4.0
frequency_ID0000038,compute,1590139361.0,,,1590139366.0,1590139389.0,1590139526.0,1590139526.0,1590139531.0,5.0,,23.0,137.0,5.0,6.0,4.0
mutation_overlap_ID0000033,compute,1590139361.0,,,1590139366.0,1590139388.0,1590139415.0,1590139415.0,1590139420.0,5.0,,22.0,27.0,5.0,7.0,3.0
frequency_ID0000036,compute,1590139361.0,,,1590139366.0,1590139368.0,1590139511.0,1590139511.0,1590139516.0,5.0,,2.0,143.0,5.0,5.0,3.0
mutation_overlap_ID0000031,compute,1590139361.0,,,1590139366.0,1590139366.0,1590139385.0,1590139385.0,1590139390.0,5.0,,0.0,19.0,5.0,4.0,4.0
frequency_ID0000030,compute,1590139361.0,,,1590139366.0,1590139366.0,1590139506.0,1590139506.0,1590139511.0,5.0,,0.0,140.0,5.0,5.0,4.0
frequency_ID0000032,compute,1590139361.0,,,1590139366.0,1590139389.0,1590139532.0,1590139532.0,1590139537.0,5.0,,23.0,143.0,5.0,6.0,6.0
mutation_overlap_ID0000047,compute,1590139377.0,,,1590139385.0,1590139434.0,1590139451.0,1590139451.0,1590139456.0,8.0,,49.0,17.0,5.0,4.0,3.0
mutation_overlap_ID0000045,compute,1590139377.0,,,1590139384.0,1590139418.0,1590139435.0,1590139435.0,1590139441.0,7.0,,34.0,17.0,6.0,3.0,4.0
mutation_overlap_ID0000049,compute,1590139377.0,,,1590139384.0,1590139418.0,1590139441.0,1590139441.0,1590139446.0,7.0,,34.0,23.0,5.0,4.0,4.0
mutation_overlap_ID0000039,compute,1590139377.0,,,1590139384.0,1590139415.0,1590139435.0,1590139435.0,1590139441.0,7.0,,31.0,20.0,6.0,4.0,5.0
mutation_overlap_ID0000051,compute,1590139377.0,,,1590139384.0,1590139415.0,1590139435.0,1590139435.0,1590139441.0,7.0,,31.0,20.0,6.0,4.0,4.0
frequency_ID0000044,compute,1590139377.0,,,1590139384.0,1590139414.0,1590139552.0,1590139552.0,1590139558.0,7.0,,30.0,138.0,6.0,4.0,4.0
frequency_ID0000042,compute,1590139377.0,,,1590139384.0,1590139410.0,1590139557.0,1590139557.0,1590139564.0,7.0,,26.0,147.0,7.0,4.0,4.0
frequency_ID0000048,compute,1590139377.0,,,1590139384.0,1590139389.0,1590139542.0,1590139542.0,1590139547.0,7.0,,5.0,153.0,5.0,9.0,3.0
mutation_overlap_ID0000041,compute,1590139377.0,,,1590139383.0,1590139390.0,1590139446.0,1590139446.0,1590139451.0,6.0,,7.0,56.0,5.0,6.0,4.0
frequency_ID0000046,compute,1590139377.0,,,1590139383.0,1590139390.0,1590139537.0,1590139537.0,1590139542.0,6.0,,7.0,147.0,5.0,4.0,4.0
frequency_ID0000052,compute,1590139377.0,,,1590139383.0,1590139389.0,1590139531.0,1590139531.0,1590139537.0,6.0,,6.0,142.0,6.0,5.0,4.0
frequency_ID0000040,compute,1590139377.0,,,1590139383.0,1590139390.0,1590139542.0,1590139542.0,1590139547.0,6.0,,7.0,152.0,5.0,5.0,3.0
frequency_ID0000050,compute,1590139377.0,,,1590139383.0,1590139393.0,1590139542.0,1590139542.0,1590139547.0,6.0,,10.0,149.0,5.0,8.0,3.0
mutation_overlap_ID0000043,compute,1590139377.0,,,1590139384.0,1590139390.0,1590139415.0,1590139415.0,1590139420.0,7.0,,6.0,25.0,5.0,5.0,4.0
stage_out_local_condorpool_2_2,transfer,1590139547.0,,,1590139552.0,1590139552.0,1590139564.0,1590139564.0,1590139569.0,5.0,,0.0,12.0,5.0,,10.0
stage_out_local_condorpool_2_1,transfer,1590139558.0,,,1590139564.0,1590139564.0,1590139579.0,1590139579.0,1590139584.0,6.0,,0.0,15.0,5.0,,10.0
stage_out_local_condorpool_2_0,transfer,1590139564.0,,,1590139569.0,1590139569.0,1590139589.0,1590139589.0,1590139594.0,5.0,,0.0,20.0,5.0,,19.0
cleanup_1000genome-20200521T193903Z_0_condorpool,auxiliary,1590139594.0,,,1590139599.0,1590139599.0,1590139604.0,1590139604.0,1590139609.0,5.0,,0.0,5.0,5.0,,
