,type,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_out_delay
create_dir_casa_wind_wf-20200817T052329Z_0_condorpool,auxiliary,1621447050.0,,,1621447054.0,1621447055.0,1621447059.0,1621447059.0,1621447064.0,4.0,,1.0,4.0,5.0,,
merge_gunzip_PID1_ID2,compute,1621447064.0,,,1621447069.0,1621447089.0,1621447109.0,1621447109.0,1621447114.0,5.0,,20.0,20.0,5.0,6.0,9.0
merge_gunzip_PID1_ID1,compute,1621447064.0,,,1621447069.0,1621447089.0,1621447109.0,1621447109.0,1621447114.0,5.0,,20.0,20.0,5.0,6.0,9.0
merge_gunzip_PID1_ID3,compute,1621447064.0,,,1621447069.0,1621447090.0,1621447109.0,1621447109.0,1621447114.0,5.0,,21.0,19.0,5.0,6.0,8.0
merge_casa_job,compute,1621447114.0,,,1621447119.0,1621447119.0,1621447214.0,1621447214.0,1621447219.0,5.0,,0.0,95.0,5.0,28.0,6.0
stage_out_local_condorpool_1_0,transfer,1621447219.0,,,1621447224.0,1621447224.0,1621447234.0,1621447234.0,1621447239.0,5.0,,0.0,10.0,5.0,,7.0
cleanup_casa_wind_wf-20200817T052329Z_0_condorpool,auxiliary,1621447239.0,,,1621447244.0,1621447244.0,1621447249.0,1621447249.0,1621447254.0,5.0,,0.0,5.0,5.0,,
