,type,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_out_delay
create_dir_casa_wind_wf-20200817T053029Z_0_condorpool,auxiliary,1621398784.0,,,1621398788.0,1621398790.0,1621398798.0,1621398798.0,1621398803.0,4.0,,2.0,8.0,5.0,,
merge_gunzip_PID1_ID2,compute,1621398803.0,,,1621398808.0,1621398825.0,1621398848.0,1621398848.0,1621398853.0,5.0,,17.0,23.0,5.0,6.0,8.0
merge_gunzip_PID1_ID1,compute,1621398803.0,,,1621398808.0,1621398825.0,1621398843.0,1621398843.0,1621398848.0,5.0,,17.0,18.0,5.0,6.0,8.0
merge_gunzip_PID1_ID3,compute,1621398803.0,,,1621398808.0,1621398825.0,1621398843.0,1621398843.0,1621398848.0,5.0,,17.0,18.0,5.0,5.0,8.0
merge_casa_job,compute,1621398853.0,,,1621398858.0,1621398858.0,1621398953.0,1621398953.0,1621398958.0,5.0,,0.0,95.0,5.0,23.0,6.0
stage_out_local_condorpool_1_0,transfer,1621398958.0,,,1621398963.0,1621398963.0,1621398973.0,1621398973.0,1621398978.0,5.0,,0.0,10.0,5.0,,8.0
cleanup_casa_wind_wf-20200817T053029Z_0_condorpool,auxiliary,1621398978.0,,,1621398983.0,1621398983.0,1621398988.0,1621398988.0,1621398993.0,5.0,,0.0,5.0,5.0,,
