,type,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_out_delay
create_dir_casa_wind_wf-20200817T051528Z_0_condorpool,auxiliary,1621406687.0,,,1621406691.0,1621406693.0,1621406701.0,1621406701.0,1621406707.0,4.0,,2.0,8.0,6.0,,
merge_gunzip_PID1_ID2,compute,1621406707.0,,,1621406712.0,1621406727.0,1621406747.0,1621406747.0,1621406752.0,5.0,,15.0,20.0,5.0,7.0,8.0
merge_gunzip_PID1_ID1,compute,1621406707.0,,,1621406712.0,1621406727.0,1621406747.0,1621406747.0,1621406752.0,5.0,,15.0,20.0,5.0,6.0,8.0
merge_gunzip_PID1_ID3,compute,1621406707.0,,,1621406712.0,1621406727.0,1621406747.0,1621406747.0,1621406752.0,5.0,,15.0,20.0,5.0,5.0,7.0
merge_casa_job,compute,1621406752.0,,,1621406757.0,1621406757.0,1621406847.0,1621406847.0,1621406852.0,5.0,,0.0,90.0,5.0,23.0,6.0
stage_out_local_condorpool_1_0,transfer,1621406852.0,,,1621406857.0,1621406857.0,1621406867.0,1621406867.0,1621406872.0,5.0,,0.0,10.0,5.0,,8.0
cleanup_casa_wind_wf-20200817T051528Z_0_condorpool,auxiliary,1621406872.0,,,1621406877.0,1621406877.0,1621406882.0,1621406882.0,1621406887.0,5.0,,0.0,5.0,5.0,,
