,type,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_out_delay
create_dir_casa_wind_wf-20200817T052429Z_0_condorpool,auxiliary,1621071261.0,,,1621071265.0,1621071267.0,1621071275.0,1621071275.0,1621071280.0,4.0,,2.0,8.0,5.0,,
merge_gunzip_PID1_ID2,compute,1621071280.0,,,1621071285.0,1621071301.0,1621071321.0,1621071321.0,1621071326.0,5.0,,16.0,20.0,5.0,6.0,9.0
merge_gunzip_PID1_ID1,compute,1621071280.0,,,1621071285.0,1621071301.0,1621071321.0,1621071321.0,1621071326.0,5.0,,16.0,20.0,5.0,6.0,8.0
merge_gunzip_PID1_ID3,compute,1621071280.0,,,1621071285.0,1621071301.0,1621071321.0,1621071321.0,1621071326.0,5.0,,16.0,20.0,5.0,5.0,7.0
merge_casa_job,compute,1621071326.0,,,1621071331.0,1621071331.0,1621071426.0,1621071426.0,1621071431.0,5.0,,0.0,95.0,5.0,24.0,6.0
stage_out_local_condorpool_1_0,transfer,1621071431.0,,,1621071436.0,1621071436.0,1621071446.0,1621071446.0,1621071451.0,5.0,,0.0,10.0,5.0,,8.0
cleanup_casa_wind_wf-20200817T052429Z_0_condorpool,auxiliary,1621071451.0,,,1621071456.0,1621071456.0,1621071461.0,1621071461.0,1621071466.0,5.0,,0.0,5.0,5.0,,
