,type,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_out_delay
create_dir_casa_wind_wf-20200817T052329Z_0_condorpool,auxiliary,1620979679.0,,,1620979683.0,1620979686.0,1620979693.0,1620979693.0,1620979698.0,4.0,,3.0,7.0,5.0,,
merge_gunzip_PID1_ID2,compute,1620979698.0,,,1620979703.0,1620979719.0,1620979738.0,1620979738.0,1620979743.0,5.0,,16.0,19.0,5.0,6.0,9.0
merge_gunzip_PID1_ID1,compute,1620979698.0,,,1620979703.0,1620979719.0,1620979738.0,1620979738.0,1620979743.0,5.0,,16.0,19.0,5.0,6.0,8.0
merge_gunzip_PID1_ID3,compute,1620979698.0,,,1620979703.0,1620979719.0,1620979738.0,1620979738.0,1620979743.0,5.0,,16.0,19.0,5.0,6.0,7.0
merge_casa_job,compute,1620979743.0,,,1620979748.0,1620979748.0,1620979843.0,1620979843.0,1620979848.0,5.0,,0.0,95.0,5.0,24.0,6.0
stage_out_local_condorpool_1_0,transfer,1620979848.0,,,1620979853.0,1620979853.0,1620979863.0,1620979863.0,1620979868.0,5.0,,0.0,10.0,5.0,,8.0
cleanup_casa_wind_wf-20200817T052329Z_0_condorpool,auxiliary,1620979868.0,,,1620979873.0,1620979873.0,1620979878.0,1620979878.0,1620979883.0,5.0,,0.0,5.0,5.0,,
