,type,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_out_delay
create_dir_casa_nowcast-wf-20190325052300_0_condorpool,auxiliary,1620933076.0,,,1620933080.0,1620933081.0,1620933085.0,1620933085.0,1620933090.0,4.0,,1.0,4.0,5.0,,
NowcastToWDSS2_ID0000001,compute,1620933090.0,,,1620933095.0,1620933097.0,1620933135.0,1620933135.0,1620933140.0,5.0,,2.0,38.0,5.0,11.0,21.0
stage_out_local_condorpool_0_0,transfer,1620933140.0,,,1620933145.0,1620933146.0,1620933181.0,1620933181.0,1620933186.0,5.0,,1.0,35.0,5.0,,34.0
merge_merged_netcdf2png_PID2_ID2,compute,1620933140.0,,,1620933146.0,1620933166.0,1620933206.0,1620933206.0,1620933211.0,6.0,,20.0,40.0,5.0,21.0,12.0
merge_merged_netcdf2png_PID2_ID1,compute,1620933140.0,,,1620933146.0,1620933166.0,1620933206.0,1620933206.0,1620933211.0,6.0,,20.0,40.0,5.0,21.0,12.0
merge_mrtV2_PID2_ID1,compute,1620933140.0,,,1620933146.0,1620933166.0,1620933206.0,1620933206.0,1620933211.0,6.0,,20.0,40.0,5.0,22.0,12.0
merge_mrtV2_PID2_ID2,compute,1620933140.0,,,1620933146.0,1620933202.0,1620933236.0,1620933236.0,1620933241.0,6.0,,56.0,34.0,5.0,18.0,12.0
stage_out_local_condorpool_1_0,transfer,1620933241.0,,,1620933247.0,1620933247.0,1620933312.0,1620933312.0,1620933317.0,6.0,,0.0,65.0,5.0,,63.0
cleanup_casa_nowcast-wf-20190325052300_0_condorpool,auxiliary,1620933317.0,,,1620933322.0,1620933322.0,1620933327.0,1620933327.0,1620933332.0,5.0,,0.0,5.0,5.0,,
